id,document,label,pos
3989148,약탈자를위한변명이라저놈들은착한놈들절대아닌걸요,1,"[('약탈', 'Noun'), ('자', 'Suffix'), ('를', 'Josa'), ('위', 'Noun'), ('한', 'Determiner'), ('변명', 'Noun'), ('이라', 'Josa'), ('저', 'Determiner'), ('놈', 'Noun'), ('들', 'Suffix'), ('은', 'Josa'), ('착한', 'Adjective'), ('놈', 'Noun'), ('들', 'Suffix'), ('절대', 'Noun'), ('아닌', 'Adjective'), ('걸', 'Noun'), ('요', 'Josa')]"
4581211,나름심오한뜻도있는듯그냥학생이선생과놀아나는영화는절대아님,1,"[('나름', 'Noun'), ('심오한', 'Adjective'), ('뜻', 'Noun'), ('도', 'Josa'), ('있는듯', 'Adjective'), ('그냥', 'Modifier'), ('학생', 'Noun'), ('이', 'Determiner'), ('선생', 'Noun'), ('과', 'Josa'), ('놀아나는', 'Verb'), ('영화', 'Noun'), ('는', 'Josa'), ('절대', 'Noun'), ('아님', 'Adjective')]"
2718894,보면서웃지않는건불가능하다,1,"[('보면서', 'Verb'), ('웃지', 'Verb'), ('않는건', 'Verb'), ('불가능하다', 'Adjective')]"
9705777,재미없다지루하고같은음식영화인데도바베트의만찬하고넘차이남바베트의만찬은이야기도있고음식보는재미도있는데이건볼게없다음식도별로안나오고핀란드풍경이라도구경할랫는데그것도별로안나옴ㅡㅡ,0,"[('재미없다', 'Adjective'), ('지루하고', 'Adjective'), ('같은', 'Adjective'), ('음식', 'Noun'), ('영화', 'Noun'), ('인데', 'Josa'), ('도바베트', 'Noun'), ('의', 'Josa'), ('만찬', 'Noun'), ('하고', 'Josa'), ('넘', 'Verb'), ('차이', 'Noun'), ('남바', 'Noun'), ('베트', 'Noun'), ('의', 'Josa'), ('만찬', 'Noun'), ('은', 'Josa'), ('이', 'Determiner'), ('야기도', 'Noun'), ('있고', 'Adjective'), ('음식', 'Noun'), ('보는', 'Verb'), ('재미', 'Noun'), ('도', 'Josa'), ('있는데이건', 'Adjective'), ('볼', 'Noun'), ('게', 'Josa'), ('없다', 'Adjective'), ('음식', 'Noun'), ('도', 'Josa'), ('별', 'Modifier'), ('로안', 'Noun'), ('나오고', 'Verb'), ('핀란드', 'Noun'), ('풍경', 'Noun'), ('이라도', 'Josa'), ('구경', 'Noun'), ('할', 'Verb'), ('랫', 'Noun'), ('는데', 'Verb'), ('그것', 'Noun'), ('도', 'Josa'), ('별', 'Modifier'), ('로안', 'Noun'), ('나옴', 'Verb'), ('ㅡㅡ', 'KoreanParticle')]"
471131,절대평범한영화가아닌수작이라는걸말씀드립니다,1,"[('절대', 'Noun'), ('평범한', 'Adjective'), ('영화', 'Noun'), ('가', 'Josa'), ('아닌', 'Adjective'), ('수작', 'Noun'), ('이라', 'Josa'), ('는걸', 'Noun'), ('말씀드립니다', 'Verb')]"
8480268,주제는좋은데중반부터지루하다,0,"[('주제', 'Noun'), ('는', 'Josa'), ('좋은데', 'Adjective'), ('중반', 'Noun'), ('부터', 'Josa'), ('지루하다', 'Adjective')]"
4254115,다짤랐을꺼야그래서납득할수없었던거야그럴꺼야꼭그랬던걸꺼야,0,"[('다', 'Adverb'), ('짤랐', 'Noun'), ('을', 'Josa'), ('꺼야', 'Verb'), ('그래서', 'Adverb'), ('납득', 'Noun'), ('할수', 'Verb'), ('없었던거야', 'Adjective'), ('그럴꺼야', 'Adjective'), ('꼭', 'Noun'), ('그랬던걸', 'Adjective'), ('꺼야', 'Verb')]"
7295746,고추를털어버려야할텐데,1,"[('고추', 'Noun'), ('를', 'Josa'), ('털어', 'Verb'), ('버려', 'Verb'), ('야할텐데', 'Adjective')]"
5457633,카밀라벨발연기,0,"[('카밀라', 'Noun'), ('벨', 'Modifier'), ('발연기', 'Noun')]"
6091784,재밋는뎅,1,"[('재밋는뎅', 'Noun')]"
8322926,센스있는연출력탁월한캐스팅년대의향수그래서점,1,"[('센스', 'Noun'), ('있는', 'Adjective'), ('연출', 'Noun'), ('력', 'Suffix'), ('탁월한', 'Adjective'), ('캐스팅', 'Noun'), ('년대', 'Noun'), ('의', 'Josa'), ('향수', 'Noun'), ('그래', 'Adjective'), ('서점', 'Noun')]"
6331922,엄포스의위력을다시한번깨닫게해준적남꽃검사님도연기정말좋았어요완전명품드라마,1,"[('엄', 'Noun'), ('포스', 'Noun'), ('의', 'Josa'), ('위력', 'Noun'), ('을', 'Josa'), ('다시', 'Noun'), ('한번', 'Noun'), ('깨닫게', 'Verb'), ('해준', 'Verb'), ('적남꽃', 'Noun'), ('검사', 'Noun'), ('님', 'Suffix'), ('도', 'Josa'), ('연기', 'Noun'), ('정말', 'Noun'), ('좋았어요', 'Adjective'), ('완전', 'Noun'), ('명품', 'Noun'), ('드라마', 'Noun')]"
9005897,졸쓰레기진부하고말도안됌ㅋㅋ아시간아까워,0,"[('졸', 'Noun'), ('쓰레기', 'Noun'), ('진부하고말', 'Adjective'), ('도안', 'Noun'), ('됌', 'Verb'), ('ㅋㅋ', 'KoreanParticle'), ('아시', 'Noun'), ('간', 'Suffix'), ('아까워', 'Adjective')]"
164908,재밌는데별점이왜이리낮은고,1,"[('재밌는데', 'Adjective'), ('별', 'Modifier'), ('점', 'Noun'), ('이', 'Determiner'), ('왜', 'Noun'), ('이리', 'Adverb'), ('낮은고', 'Adjective')]"
9671124,라도기대했던내가죄인입니다죄인입니다,0,"[('라도', 'Josa'), ('기대했던내가', 'Adjective'), ('죄인', 'Noun'), ('입니다', 'Adjective'), ('죄인', 'Noun'), ('입니다', 'Adjective')]"
5712231,아직도이드라마는내인생의최고,1,"[('아직도', 'Adverb'), ('이', 'Determiner'), ('드라마', 'Noun'), ('는', 'Josa'), ('내', 'Determiner'), ('인생', 'Noun'), ('의', 'Josa'), ('최고', 'Noun')]"
4726746,패션에대한열정안나윈투어,1,"[('패션', 'Noun'), ('에', 'Josa'), ('대', 'Modifier'), ('한', 'Modifier'), ('열정', 'Noun'), ('안나윈투어', 'Noun')]"
7203432,키이라나이틀리가연기하고자했던건대체정신장애일까틱장애일까,0,"[('키이라', 'Noun'), ('나이틀리', 'Noun'), ('가', 'Josa'), ('연기', 'Noun'), ('하', 'Suffix'), ('고자', 'Noun'), ('했던건대', 'Verb'), ('체', 'Noun'), ('정신장애', 'Noun'), ('일까', 'Verb'), ('틱장애', 'Noun'), ('일까', 'Verb')]"
112724,허허원작가정신나간유령이라재미있겠네요,1,"[('허허', 'Adverb'), ('원', 'Modifier'), ('작가', 'Noun'), ('정신', 'Noun'), ('나간', 'Verb'), ('유령', 'Noun'), ('이라', 'Josa'), ('재미있겠네요', 'Adjective')]"
1105872,포스터는있어보이는데관객은명이네,0,"[('포스터', 'Noun'), ('는', 'Josa'), ('있어', 'Adjective'), ('보이는데', 'Verb'), ('관객', 'Noun'), ('은', 'Josa'), ('명', 'Noun'), ('이네', 'Josa')]"
4805788,이영화가왜이렇게저평가받는지모르겠다,1,"[('이영화', 'Noun'), ('가왜', 'Noun'), ('이렇게', 'Adverb'), ('저', 'Determiner'), ('평가', 'Noun'), ('받는지', 'Verb'), ('모르겠다', 'Verb')]"
9336496,단순하면서은은한매력의영화,1,"[('단순하면서', 'Adjective'), ('은은한', 'Adjective'), ('매력', 'Noun'), ('의', 'Josa'), ('영화', 'Noun')]"
9994900,다알바생인가내용도없고무서운거도없고웃긴거도하나도없음완전별싱거운영화ㅇㅇ내ㅇ시간넘아까움완전낚임,0,"[('다', 'Adverb'), ('알바생', 'Noun'), ('인가', 'Josa'), ('내', 'Determiner'), ('용도', 'Noun'), ('없고', 'Adjective'), ('무서운거도', 'Adjective'), ('없고', 'Adjective'), ('웃긴거도', 'Verb'), ('하나', 'Noun'), ('도', 'Josa'), ('없음', 'Adjective'), ('완전', 'Noun'), ('별', 'Noun'), ('싱거운', 'Adjective'), ('영화', 'Noun'), ('ㅇㅇ', 'KoreanParticle'), ('내', 'Noun'), ('ㅇ', 'KoreanParticle'), ('시간', 'Noun'), ('넘아까', 'Verb'), ('움', 'Noun'), ('완전', 'Noun'), ('낚임', 'Noun')]"
6760577,오게두어라서리한이굶주렸다,1,"[('오게', 'Verb'), ('두어라', 'Verb'), ('서리', 'Noun'), ('한', 'Josa'), ('이', 'Determiner'), ('굶', 'Noun'), ('주렸다', 'Verb')]"
3440864,정말맘에들어요그래서또보고싶은데또보는방법이없네ㅜㅡ,1,"[('정말', 'Noun'), ('맘', 'Noun'), ('에', 'Josa'), ('들어요', 'Verb'), ('그래서', 'Adverb'), ('또', 'Noun'), ('보고', 'Noun'), ('싶은데', 'Verb'), ('또', 'Noun'), ('보는', 'Verb'), ('방법', 'Noun'), ('이', 'Josa'), ('없네', 'Adjective'), ('ㅜㅡ', 'KoreanParticle')]"
8548510,윤제문이라는멋진배우를발견하게됐어요소소한일탈이잔잔한미소를머금게합니다음악은조금아쉽네요ㅠㅠ점주고싶은데평점올리고싶어점줄게요,1,"[('윤제문', 'Noun'), ('이라는', 'Josa'), ('멋진', 'Adjective'), ('배우', 'Noun'), ('를', 'Josa'), ('발견', 'Noun'), ('하', 'Suffix'), ('게', 'Josa'), ('됐어요', 'Verb'), ('소소한', 'Adjective'), ('일', 'Modifier'), ('탈', 'Noun'), ('이', 'Josa'), ('잔잔한', 'Adjective'), ('미소', 'Noun'), ('를', 'Josa'), ('머금', 'Noun'), ('게', 'Josa'), ('합니다', 'Verb'), ('음악', 'Noun'), ('은', 'Josa'), ('조금', 'Noun'), ('아쉽네요', 'Adjective'), ('ㅠㅠ', 'KoreanParticle'), ('점주', 'Noun'), ('고', 'Josa'), ('싶은데', 'Verb'), ('평점', 'Noun'), ('올리고싶어', 'Verb'), ('점', 'Noun'), ('줄게요', 'Verb')]"
7719892,평점에속지마시길시간낭비돈낭비임,0,"[('평점', 'Noun'), ('에', 'Josa'), ('속지', 'Noun'), ('마시길', 'Verb'), ('시간', 'Noun'), ('낭비', 'Noun'), ('돈', 'Noun'), ('낭비', 'Noun'), ('임', 'Noun')]"
9440670,리얼리티가뛰어나긴한데큰공감은안간다이민기캐릭터는정신의학상분노조절장애초기증상일거다툭하면사람패고욕하고물건파손하고조금오바였음극초반엔신선했는데가면갈수록이민기정신상태공감불가,0,"[('리얼리티', 'Noun'), ('가', 'Josa'), ('뛰어나긴한데', 'Adjective'), ('큰', 'Verb'), ('공감', 'Noun'), ('은', 'Josa'), ('안', 'Noun'), ('간', 'Suffix'), ('다', 'Josa'), ('이민기', 'Noun'), ('캐릭터', 'Noun'), ('는', 'Josa'), ('정신의학', 'Noun'), ('상', 'Suffix'), ('분노조절', 'Noun'), ('장', 'Suffix'), ('애초', 'Noun'), ('기증', 'Noun'), ('상일', 'Noun'), ('거', 'Noun'), ('다', 'Josa'), ('툭하면', 'Noun'), ('사람', 'Noun'), ('패', 'Noun'), ('고', 'Josa'), ('욕', 'Noun'), ('하고', 'Josa'), ('물건', 'Noun'), ('파손', 'Noun'), ('하고', 'Josa'), ('조금', 'Noun'), ('오바', 'Noun'), ('였', 'Verb'), ('음극', 'Noun'), ('초반', 'Noun'), ('엔', 'Josa'), ('신선했는데', 'Adjective'), ('가면', 'Noun'), ('갈수록', 'Noun'), ('이민기', 'Noun'), ('정신', 'Noun'), ('상태', 'Noun'), ('공감', 'Noun'), ('불가', 'Noun')]"
7991636,마이너스는왜없냐ㅋ뮤비보고영화수준딱알만하더군ㅉㅉ북한에서이런거만들라고돈대주던,0,"[('마이너스', 'Noun'), ('는', 'Josa'), ('왜', 'Noun'), ('없냐', 'Adjective'), ('ㅋ', 'KoreanParticle'), ('뮤비', 'Noun'), ('보고', 'Noun'), ('영화', 'Noun'), ('수준', 'Noun'), ('딱', 'Modifier'), ('알', 'Noun'), ('만', 'Josa'), ('하더군', 'Verb'), ('ㅉㅉ', 'KoreanParticle'), ('북한', 'Noun'), ('에서', 'Josa'), ('이런', 'Modifier'), ('거만', 'Noun'), ('들', 'Suffix'), ('라고', 'Josa'), ('돈대', 'Noun'), ('주던', 'Verb')]"
4679407,난우리영화를사랑합니다,0,"[('난우리', 'Verb'), ('영화', 'Noun'), ('를', 'Josa'), ('사랑', 'Noun'), ('합니다', 'Verb')]"
9837767,데너리스타르가르엔나도용의주인이되고싶다누이랑근친상간이나하고다닐지라도소설속에선제일멋진놈이자이메라니스터였는데드라마속에선드래곤용이제일멋지네웃음감독님토르다크월드는말아잡수셨을지라도기본선방은했음,1,"[('데', 'Noun'), ('너', 'Modifier'), ('리스', 'Noun'), ('타르', 'Noun'), ('가르엔', 'Verb'), ('나도용', 'Verb'), ('의주', 'Noun'), ('인', 'Suffix'), ('이', 'Josa'), ('되고싶', 'Verb'), ('다누', 'Noun'), ('이랑', 'Josa'), ('근친상간', 'Noun'), ('이나', 'Josa'), ('하고', 'Verb'), ('다닐지라도', 'Verb'), ('소설', 'Noun'), ('속', 'Noun'), ('에선', 'Josa'), ('제일', 'Noun'), ('멋진', 'Adjective'), ('놈이자', 'Verb'), ('이', 'Determiner'), ('메라', 'Noun'), ('니스', 'Noun'), ('터', 'Noun'), ('였는데', 'Verb'), ('드라마', 'Noun'), ('속', 'Noun'), ('에선', 'Josa'), ('드래곤', 'Noun'), ('용이', 'Noun'), ('제일', 'Noun'), ('멋지네', 'Adjective'), ('웃음', 'Noun'), ('감독', 'Noun'), ('님', 'Suffix'), ('토르', 'Noun'), ('다크월드', 'Noun'), ('는', 'Josa'), ('말', 'Noun'), ('아', 'Josa'), ('잡수셨을지라도', 'Verb'), ('기본', 'Noun'), ('선방', 'Noun'), ('은', 'Josa'), ('했음', 'Verb')]"
9063648,영화가사람의영혼을어루만져줄수도있군요거친세상사를잠시잊고동화같은영화에행복했네요,1,"[('영화', 'Noun'), ('가', 'Josa'), ('사람', 'Noun'), ('의', 'Josa'), ('영혼', 'Noun'), ('을', 'Josa'), ('어루만져줄수도', 'Verb'), ('있군요', 'Adjective'), ('거친세', 'Verb'), ('상사', 'Noun'), ('를', 'Josa'), ('잠시', 'Noun'), ('잊고', 'Verb'), ('동화', 'Noun'), ('같은', 'Adjective'), ('영화', 'Noun'), ('에', 'Josa'), ('행복했네요', 'Adjective')]"
8272095,야세르게이작은고추의매운맛을보여주마포퐁저그콩진호가간다,0,"[('야', 'Exclamation'), ('세르게이', 'Noun'), ('작은', 'Adjective'), ('고추', 'Noun'), ('의', 'Josa'), ('매운', 'Adjective'), ('맛', 'Noun'), ('을', 'Josa'), ('보여주', 'Verb'), ('마포', 'Noun'), ('퐁', 'Noun'), ('저', 'Determiner'), ('그', 'Modifier'), ('콩', 'Noun'), ('진호', 'Noun'), ('가', 'Josa'), ('간다', 'Noun')]"
2345905,이렇게가슴시리게본드라마가또있을까감동그자체,1,"[('이렇게', 'Adverb'), ('가슴', 'Noun'), ('시리', 'Noun'), ('게', 'Josa'), ('본', 'Modifier'), ('드라마', 'Noun'), ('가', 'Josa'), ('또', 'Noun'), ('있을까', 'Adjective'), ('감동', 'Noun'), ('그', 'Determiner'), ('자체', 'Noun')]"
7865630,난또저꼬마애가무슨원한이깊길래했더니그냥혼자나대다걸어쩌라고,0,"[('난또', 'Noun'), ('저', 'Determiner'), ('꼬마', 'Noun'), ('애가', 'Noun'), ('무슨', 'Modifier'), ('원한', 'Noun'), ('이', 'Josa'), ('깊길래', 'Adjective'), ('했더니', 'Verb'), ('그냥', 'Noun'), ('혼자', 'Noun'), ('나대다', 'Verb'), ('걸', 'Noun'), ('어쩌라고', 'Adverb')]"
7207064,재미있어요,1,"[('재미있어요', 'Adjective')]"
5719655,전좋아요,1,"[('전', 'Noun'), ('좋아요', 'Adjective')]"
1651126,최고,0,"[('최고', 'Noun')]"
7246040,너무충격적이엇다기분을완전히푹꺼지게하는느낌활력이라고는하나도없는너무나도무거운지독하고차갑고무자비하다그저일본인들의상상력은정말대단한거같다는생각이든다,1,"[('너무', 'Adverb'), ('충격', 'Noun'), ('적', 'Suffix'), ('이', 'Determiner'), ('엇다', 'Noun'), ('기분', 'Noun'), ('을', 'Josa'), ('완전히', 'Adjective'), ('푹', 'Noun'), ('꺼', 'Suffix'), ('지게', 'Noun'), ('하', 'Suffix'), ('는', 'Josa'), ('느낌', 'Noun'), ('활', 'Noun'), ('력', 'Suffix'), ('이라고는', 'Josa'), ('하나', 'Noun'), ('도', 'Josa'), ('없는', 'Adjective'), ('너무나도', 'Adverb'), ('무거운', 'Adjective'), ('지독하고', 'Adjective'), ('차갑고', 'Adjective'), ('무자비하다', 'Adjective'), ('그저', 'Adverb'), ('일본', 'Noun'), ('인들', 'Josa'), ('의', 'Noun'), ('상상력', 'Noun'), ('은', 'Josa'), ('정말', 'Noun'), ('대단한거', 'Adjective'), ('같다는', 'Adjective'), ('생각', 'Noun'), ('이든', 'Josa'), ('다', 'Adverb')]"
717775,심심한영화,0,"[('심심한', 'Adjective'), ('영화', 'Noun')]"
8317483,백봉기언제나오나요,1,"[('백봉기', 'Noun'), ('언제', 'Noun'), ('나오나요', 'Verb')]"
1031725,보는내내그대로들어맞는예측카리스마없는악역,0,"[('보는내내', 'Verb'), ('그대로', 'Noun'), ('들어맞는', 'Verb'), ('예측', 'Noun'), ('카리스마', 'Noun'), ('없는', 'Adjective'), ('악역', 'Noun')]"
3993146,불알이나와서당황아무튼영화가중간에끝나는느낌,0,"[('불알', 'Noun'), ('이나', 'Noun'), ('와', 'Josa'), ('서', 'Modifier'), ('당황', 'Noun'), ('아무튼', 'Adverb'), ('영화', 'Noun'), ('가', 'Josa'), ('중간', 'Noun'), ('에', 'Josa'), ('끝나는', 'Verb'), ('느낌', 'Noun')]"
2196616,평범함속에녹아든평범한일상조금밋밋한게흠,0,"[('평범함', 'Adjective'), ('속', 'Modifier'), ('에녹', 'Noun'), ('아든', 'Noun'), ('평범한', 'Adjective'), ('일상', 'Noun'), ('조금', 'Noun'), ('밋밋한게', 'Adjective'), ('흠', 'Noun')]"
8203798,보던거라계속보고있는데전개도느리고주인공인은희는한두컷나오면서소극적인모습에짜증이ㅜㅜ맨날언제끝나나기대만하고있어요전개좀빨리빨리ㅜㅜ,0,"[('보던거라', 'Verb'), ('계속', 'Noun'), ('보고있는데', 'Verb'), ('전개도', 'Noun'), ('느리고', 'Adjective'), ('주인공', 'Noun'), ('인', 'Josa'), ('은희', 'Noun'), ('는', 'Josa'), ('한두', 'Modifier'), ('컷', 'Noun'), ('나오면서', 'Verb'), ('소극', 'Noun'), ('적', 'Suffix'), ('인', 'Josa'), ('모습', 'Noun'), ('에', 'Josa'), ('짜증', 'Noun'), ('이', 'Josa'), ('ㅜㅜ', 'KoreanParticle'), ('맨날', 'Adverb'), ('언제', 'Noun'), ('끝나나기', 'Verb'), ('대만', 'Noun'), ('하고', 'Josa'), ('있어요', 'Adjective'), ('전개', 'Noun'), ('좀', 'Noun'), ('빨리', 'Adverb'), ('빨리', 'Adverb'), ('ㅜㅜ', 'KoreanParticle')]"
